prefix,bits,registry,vendor
ACCA0F,24,MA-L,INDISR COMMUNICATION SERVICES AND TECHNOLOGIES INDIA
ACCA54,24,MA-L,Telldus Technologies AB
ACCA8E,24,MA-L,ODA Technologies
ACCAAB,24,MA-L,Virtual Electric Inc
ACCABA,24,MA-L,"Midokura Co., Ltd."
ACCB09,24,MA-L,Hefcom Metering (Pty) Ltd
ACCB36,24,MA-L,"Fiberhome Telecommunication Technologies Co.,LTD"
ACCB51,24,MA-L,"Hangzhou Hikvision Digital Technology Co.,Ltd."
ACCC8E,24,MA-L,Axis Communications AB
ACCCFC,24,MA-L,Amazon Technologies Inc.
ACCE8F,24,MA-L,"HWA YAO TECHNOLOGIES CO., LTD"
ACCE92,24,MA-L,"New H3C Technologies Co., Ltd"
ACCF23,24,MA-L,"Hi-flying electronics technology Co.,Ltd"
ACCF5C,24,MA-L,"Apple, Inc."
ACCF7B,24,MA-L,INGRAM MICRO SERVICES
ACCF85,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
ACD074,24,MA-L,Espressif Inc.
ACD180,24,MA-L,"Crexendo Business Solutions, Inc."
ACD1B8,24,MA-L,"Hon Hai Precision Ind. Co.,Ltd."
ACD20C,24,MA-L,"Chengdu SingCore Technology Co.,Ltd."
ACD31D,24,MA-L,Cisco Meraki
ACD364,24,MA-L,"ABB SPA, ABB SACE DIV."
ACD3FB,24,MA-L,Arycs Technologies Inc
ACD564,24,MA-L,"CHONGQING FUGUI ELECTRONICS CO.,LTD."
ACD618,24,MA-L,"OnePlus Technology (Shenzhen) Co., Ltd"
ACD657,24,MA-L,"Shaanxi GuoLian Digital TV Technology Co.,Ltd."
ACD75B,24,MA-L,Sagemcom Broadband SAS
ACD829,24,MA-L,"Bouffalo Lab (Nanjing) Co., Ltd."
ACD8A7,24,MA-L,BELLDESIGN Inc.
ACD929,24,MA-L,"Quectel Wireless Solutions Co.,Ltd."
ACD9D6,24,MA-L,tci GmbH
ACDB22,24,MA-L,Marquardt Schaltsysteme SCS
ACDB48,24,MA-L,Commscope
ACDBDA,24,MA-L,"Shenzhen Geniatech Inc, Ltd"
ACDCCA,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
ACDCE5,24,MA-L,Procter & Gamble Company
ACDE01,24,MA-L,Ruckus Wireless
ACDE48,24,MA-L,Private
ACDF9F,24,MA-L,Arcadyan Corporation
ACDFA1,24,MA-L,"Apple, Inc."
ACE010,24,MA-L,Liteon Technology Corporation
ACE011,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
ACE069,24,MA-L,ISAAC Instruments
ACE0D6,24,MA-L,koreabts
ACE14F,24,MA-L,"Autonomic Controls, Inc."
ACE215,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
ACE2D3,24,MA-L,Hewlett Packard
ACE342,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
ACE348,24,MA-L,"MadgeTech, Inc"
ACE403,24,MA-L,"Shenzhen Visteng Technology CO.,LTD"
ACE42E,24,MA-L,SK hynix
ACE4B5,24,MA-L,"Apple, Inc."
ACE4D8,24,MA-L,Xiaomi Communications Co Ltd
ACE5F0,24,MA-L,Doppler Labs
ACE606,24,MA-L,"Honor Device Co., Ltd."
ACE64B,24,MA-L,"Shenzhen Baojia Battery Technology Co., Ltd."
ACE6BB,24,MA-L,"Google, Inc."
ACE6FB,24,MA-L,"Apple, Inc."
ACE77B,24,MA-L,"Sichuan Tianyi Comheart Telecom Co.,LTD"
ACE87B,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
ACE87E,24,MA-L,Bytemark Computer Consulting Ltd
ACE97F,24,MA-L,IoT Tech Limited
ACE9AA,24,MA-L,Hay Systems Ltd
ACEA6A,24,MA-L,"GENIX INFOCOMM CO., LTD."
ACEA70,24,MA-L,ZUNDA Inc.
ACEAEA,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
ACEB51,24,MA-L,"Universal Electronics, Inc."
ACEBE6,24,MA-L,Espressif Inc.
ACEC80,24,MA-L,Commscope
ACEC85,24,MA-L,eero inc.
ACED32,24,MA-L,"Extreme Networks, Inc."
ACED5C,24,MA-L,Intel Corporate
ACEE3B,24,MA-L,6harmonics Inc
ACEE64,24,MA-L,"Shenzhen SuperElectron Technology Co.,Ltd."
ACEE70,24,MA-L,Fontem Ventures BV
ACEE9E,24,MA-L,"Samsung Electronics Co.,Ltd"
ACEF92,24,MA-L,IEEE Registration Authority
ACF0B2,24,MA-L,Becker Electronics Taiwan Ltd.
ACF108,24,MA-L,LG Innotek
ACF1DF,24,MA-L,D-Link International
ACF23C,24,MA-L,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
ACF2C5,24,MA-L,"Cisco Systems, Inc"
ACF42C,24,MA-L,Earda Technologies co Ltd
ACF466,24,MA-L,HP Inc.
ACF473,24,MA-L,iRobot Corporation
ACF5E6,24,MA-L,"Cisco Systems, Inc"
ACF6F7,24,MA-L,LG Electronics (Mobile Communications)
ACF70D,24,MA-L,"China Mobile Group Device Co.,Ltd."
ACF7F3,24,MA-L,Xiaomi Communications Co Ltd
ACF85C,24,MA-L,"Chengdu Higon Integrated Circuit Design Co,. Ltd."
ACF896,24,MA-L,eero inc.
ACF8CC,24,MA-L,Commscope
ACF932,24,MA-L,NXP Semiconductor (Tianjin) LTD.
ACF970,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
ACF97E,24,MA-L,ELESYS INC.
ACFAA5,24,MA-L,digitron
ACFAE4,24,MA-L,"Nintendo Co.,Ltd"
ACFBC2,24,MA-L,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
ACFC82,24,MA-L,Shenzhen Sundray Technologies company Limited
ACFCE3,24,MA-L,EM Microelectronic
ACFD93,24,MA-L,"WEIFANG GOERTEK ELECTRONICS CO.,LTD"
ACFDCE,24,MA-L,Intel Corporate
ACFDEC,24,MA-L,"Apple, Inc."
ACFE05,24,MA-L,ITEL MOBILE LIMITED
ACFF6B,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B00073,24,MA-L,WNC Corporation
B000B4,24,MA-L,"Cisco Systems, Inc"
B00247,24,MA-L,"AMPAK Technology, Inc."
B0027E,24,MA-L,MULLER SERVICES
B00594,24,MA-L,Liteon Technology Corporation
B006EC,24,MA-L,Nexquome Pte Limited
B00875,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B008BF,24,MA-L,"Vital Connect, Inc."
B009D3,24,MA-L,Avizia
B009DA,24,MA-L,Ring Solutions
B00AD5,24,MA-L,zte corporation
B00B22,24,MA-L,"Huawei Device Co., Ltd."
B00C9D,24,MA-L,"Quectel Wireless Solutions Co.,Ltd."
B00CD1,24,MA-L,Hewlett Packard
B01041,24,MA-L,"Hon Hai Precision Ind. Co.,Ltd."
B0104B,24,MA-L,"Fiberhome Telecommunication Technologies Co.,LTD"
B010A0,24,MA-L,Texas Instruments
B01203,24,MA-L,Dynamics Hong Kong Limited
B01266,24,MA-L,Futaba-Kikaku
B01408,24,MA-L,LIGHTSPEED INTERNATIONAL CO.
B014DF,24,MA-L,MitraStar Technology Corp.
B01656,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B01743,24,MA-L,EDISON GLOBAL CIRCUITS LLC
B01831,24,MA-L,"Apple, Inc."
B01886,24,MA-L,SmarDTV Corporation
B01921,24,MA-L,TP-Link Systems Inc
B019C6,24,MA-L,"Apple, Inc."
B01B4B,24,MA-L,Invisible Fun Studio Limited
B01B7C,24,MA-L,Ontrol A.S.
B01BD2,24,MA-L,Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
B01BFC,24,MA-L,"Cisco Systems, Inc"
B01C0C,24,MA-L,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD"
B01C91,24,MA-L,Elim Co
B01F29,24,MA-L,Helvetia INC.
B01F47,24,MA-L,Heights Telecom T ltd
B01F81,24,MA-L,IEEE Registration Authority
B01F8C,24,MA-L,Hewlett Packard Enterprise
B01FF4,24,MA-L,Sagemcom Broadband SAS
B0216F,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0227A,24,MA-L,HP Inc.
B02347,24,MA-L,Shenzhen Giant Microelectronics Company Limited
B02491,24,MA-L,"Huawei Device Co., Ltd."
B024F3,24,MA-L,Progeny Systems
B025AA,24,MA-L,AIstone Global Limited
B02628,24,MA-L,Broadcom Limited
B02680,24,MA-L,"Cisco Systems, Inc"
B027CF,24,MA-L,"Extreme Networks, Inc."
B0285B,24,MA-L,JUHUA Technology Inc.
B02A1F,24,MA-L,Wingtech Group (HongKong）Limited
B02A43,24,MA-L,"Google, Inc."
B02B64,24,MA-L,"Cisco Systems, Inc"
B02EBA,24,MA-L,Earda Technologies co Ltd
B02EE0,24,MA-L,"Huawei Device Co., Ltd."
B03055,24,MA-L,China Mobile IOT Company Limited
B030C8,24,MA-L,"Teal Drones, Inc."
B03226,24,MA-L,"Keheng Information Industry Co., Ltd."
B03366,24,MA-L,"vivo Mobile Communication Co., Ltd."
B033A6,24,MA-L,Juniper Networks
B03495,24,MA-L,"Apple, Inc."
B034FB,24,MA-L,"ShenZhen Microtest Automation Co.,Ltd"
B0350B,24,MA-L,"MOBIWIRE MOBILES (NINGBO) CO.,LTD"
B0358D,24,MA-L,Nokia Corporation
B0359F,24,MA-L,Intel Corporate
B035B5,24,MA-L,"Apple, Inc."
B03731,24,MA-L,"FUJIAN STAR-NET COMMUNICATION CO.,LTD"
B03795,24,MA-L,LG Electronics
B03829,24,MA-L,"Siliconware Precision Industries Co., Ltd."
B03850,24,MA-L,"Nanjing CAS-ZDC IOT SYSTEM CO.,LTD"
B0386C,24,MA-L,EFM Networks
B03893,24,MA-L,Onda TLC Italia S.r.l.
B038E2,24,MA-L,Wanan Hongsheng Electronic Co.Ltd
B03956,24,MA-L,NETGEAR
B03ACE,24,MA-L,"Huawei Device Co., Ltd."
B03B1B,24,MA-L,Kontrolnext Technology (Beijing) Ltd.
B03CDC,24,MA-L,Intel Corporate
B03D96,24,MA-L,Vision Valley FZ LLC
B03DBF,24,MA-L,"shenzhen ceita communications technology co.,ltd"
B03DC2,24,MA-L,"Wasp artificial intelligence(Shenzhen) Co.,ltd"
B03E51,24,MA-L,SKY UK LIMITED
B03EB0,24,MA-L,MICRODIA Ltd.
B03F64,24,MA-L,"Apple, Inc."
B03FD3,24,MA-L,Espressif Inc.
B04089,24,MA-L,Senient Systems LTD
B0411D,24,MA-L,ITTIM Technologies
B0416F,24,MA-L,"Shenzhen Maxtang Computer Co.,Ltd"
B042B7,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0435D,24,MA-L,MechoShade
B04414,24,MA-L,"New H3C Technologies Co., Ltd"
B0449C,24,MA-L,Assa Abloy AB - Yale
B04502,24,MA-L,"Huawei Device Co., Ltd."
B04515,24,MA-L,"mira fitness,LLC."
B04519,24,MA-L,TCT mobile ltd
B04530,24,MA-L,SKY UK LIMITED
B04545,24,MA-L,YACOUB Automation GmbH
B04692,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B046FC,24,MA-L,MitraStar Technology Corp.
B0475E,24,MA-L,IEEE Registration Authority
B047BF,24,MA-L,"Samsung Electronics Co.,Ltd"
B047E9,24,MA-L,Intel Corporate
B0481A,24,MA-L,"Apple, Inc."
B0487A,24,MA-L,"TP-LINK TECHNOLOGIES CO.,LTD."
B0495F,24,MA-L,"OMRON HEALTHCARE Co., Ltd."
B04A39,24,MA-L,"Beijing Roborock Technology Co., Ltd."
B04A6A,24,MA-L,"Samsung Electronics Co.,Ltd"
B04AB4,24,MA-L,"Motorola Mobility LLC, a Lenovo Company"
B04B68,24,MA-L,NAKAYO Inc
B04BBF,24,MA-L,PT HAN SUNG ELECTORONICS INDONESIA
B04C05,24,MA-L,Fresenius Medical Care Deutschland GmbH
B04E26,24,MA-L,"TP-LINK TECHNOLOGIES CO.,LTD."
B04F13,24,MA-L,Dell Inc.
B04F3C,24,MA-L,Genuine Optics
B04FA6,24,MA-L,DongGuan Ramaxel Memory Technology
B04FC3,24,MA-L,"Shenzhen NVC Cloud Technology Co., Ltd."
B050BC,24,MA-L,"SHENZHEN BASICOM ELECTRONIC CO.,LTD."
B0518E,24,MA-L,Holl technology CO.Ltd.
B05216,24,MA-L,"Hon Hai Precision Ind. Co.,Ltd."
B05246,24,MA-L,NXP Semiconductor (Tianjin) LTD.
B05365,24,MA-L,China Mobile IOT Company Limited
B05476,24,MA-L,"Samsung Electronics Co.,Ltd"
B05508,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B05706,24,MA-L,Vallox Oy
B058C4,24,MA-L,"Broadcast Microwave Services, Inc"
B05947,24,MA-L,Shenzhen Qihu Intelligent Technology Company Limited
B05A44,24,MA-L,Fibocom Wireless Inc.
B05A7B,24,MA-L,"Huawei Device Co., Ltd."
B05ADA,24,MA-L,Hewlett Packard
B05B1F,24,MA-L,THERMO FISHER SCIENTIFIC S.P.A.
B05B67,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B05B99,24,MA-L,Sagemcom Broadband SAS
B05C16,24,MA-L,"Fiberhome Telecommunication Technologies Co.,LTD"
B05CDA,24,MA-L,HP Inc.
B05CE5,24,MA-L,Nokia Corporation
B05DD4,24,MA-L,Commscope
B06088,24,MA-L,Intel Corporate
B061A9,24,MA-L,"YEALINK(XIAMEN) NETWORK TECHNOLOGY CO.,LTD."
B061C7,24,MA-L,Ericsson-LG Enterprise
B061EB,24,MA-L,Silicon Laboratories
B064E0,24,MA-L,"Samsung Electronics Co.,Ltd"
B0653A,24,MA-L,"Murata Manufacturing Co., Ltd."
B06563,24,MA-L,Shanghai Railway Communication Factory
B065BD,24,MA-L,"Apple, Inc."
B065F1,24,MA-L,WIO Manufacturing HK Limited
B0672F,24,MA-L,Bowers & Wilkins
B067B5,24,MA-L,"Apple, Inc."
B068B6,24,MA-L,Hangzhou OYE Technology Co. Ltd
B068E6,24,MA-L,"CHONGQING FUGUI ELECTRONICS CO.,LTD."
B06971,24,MA-L,"DEI Sales, Inc."
B06A41,24,MA-L,"Google, Inc."
B06B11,24,MA-L,"Hui Zhou Gaoshengda Technology Co.,LTD"
B06BB3,24,MA-L,GRT
B06CBF,24,MA-L,3ality Digital Systems GmbH
B06E72,24,MA-L,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
B06EBF,24,MA-L,ASUSTek COMPUTER INC.
B06FE0,24,MA-L,"Samsung Electronics Co.,Ltd"
B0700D,24,MA-L,Nokia
B0702D,24,MA-L,"Apple, Inc."
B07219,24,MA-L,"Apple, Inc."
B072BF,24,MA-L,"Murata Manufacturing Co., Ltd."
B0735D,24,MA-L,"Huawei Device Co., Ltd."
B0739C,24,MA-L,Amazon Technologies Inc.
B0750C,24,MA-L,QA Cafe
B0754D,24,MA-L,Nokia
B075D5,24,MA-L,zte corporation
B0761B,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B077AC,24,MA-L,Commscope
B07839,24,MA-L,"GD Midea Air-Conditioning Equipment Co.,Ltd."
B07870,24,MA-L,"Wi-NEXT, Inc."
B078F0,24,MA-L,"Beijing HuaqinWorld Technology Co.,Ltd."
B07908,24,MA-L,Cummings Engineering
B0793C,24,MA-L,Revolv Inc
B07994,24,MA-L,"Motorola Mobility LLC, a Lenovo Company"
B07A16,24,MA-L,ROEHN
B07AA4,24,MA-L,"Guangzhou Punp Electronics Manufacturing Co., Ltd."
B07ADF,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B07B25,24,MA-L,Dell Inc.
B07C51,24,MA-L,Ruckus Wireless
B07C8E,24,MA-L,"Brother Industries, LTD."
B07D47,24,MA-L,"Cisco Systems, Inc"
B07D62,24,MA-L,Dipl.-Ing. H. Horstmann GmbH
B07D64,24,MA-L,Intel Corporate
B07E11,24,MA-L,Texas Instruments
B07E70,24,MA-L,Zadara Storage Ltd.
B07FB9,24,MA-L,NETGEAR
B0808C,24,MA-L,Laser Light Engines
B08101,24,MA-L,"Honor Device Co., Ltd."
B08184,24,MA-L,Espressif Inc.
B081D8,24,MA-L,I-sys Corp
B082AB,24,MA-L,"Guangdong Welland Technology Co.,Ltd"
B082E2,24,MA-L,ASUSTek COMPUTER INC.
B083D6,24,MA-L,Commscope
B083FE,24,MA-L,Dell Inc.
B0869E,24,MA-L,Chloride S.r.L
B08807,24,MA-L,Strata Worldwide
B08900,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B08991,24,MA-L,LGE
B089C2,24,MA-L,Zyptonite
B08B92,24,MA-L,zte corporation
B08B9E,24,MA-L,"Telechips, Inc."
B08BA8,24,MA-L,Amazon Technologies Inc.
B08BBE,24,MA-L,ABL GmbH
B08BCF,24,MA-L,"Cisco Systems, Inc"
B08BD0,24,MA-L,"Cisco Systems, Inc"
B08C75,24,MA-L,"Apple, Inc."
B08CB3,24,MA-L,FN-LINK TECHNOLOGY Ltd.
B08D57,24,MA-L,"Cisco Systems, Inc"
B08E1A,24,MA-L,"URadio Systems Co., Ltd"
B09074,24,MA-L,Fulan Electronics Limited
B0907E,24,MA-L,"Cisco Systems, Inc"
B090D4,24,MA-L,"Shenzhen Hoin Internet Technology Co., Ltd"
B09122,24,MA-L,Texas Instruments
B09134,24,MA-L,Taleo
B09137,24,MA-L,"ISis ImageStream Internet Solutions, Inc"
B09200,24,MA-L,"Apple, Inc."
B0924A,24,MA-L,Sagemcom Broadband SAS
B0935B,24,MA-L,Commscope
B09501,24,MA-L,EM Microelectronic
B09575,24,MA-L,"TP-LINK TECHNOLOGIES CO.,LTD."
B0958E,24,MA-L,"TP-LINK TECHNOLOGIES CO.,LTD."
B0966C,24,MA-L,Lanbowan Technology Ltd.
B096EA,24,MA-L,"GD Midea Air-Conditioning Equipment Co.,Ltd."
B09738,24,MA-L,"Shenzhen Skyworth Digital  Technology  CO., Ltd"
B0973A,24,MA-L,E-Fuel Corporation
B097E6,24,MA-L,FUJIAN FUCAN WECON CO LTD
B0982B,24,MA-L,Sagemcom Broadband SAS
B0989F,24,MA-L,LG CNS
B098BC,24,MA-L,"Huawei Device Co., Ltd."
B09928,24,MA-L,FUJITSU LIMITED
B0995A,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B099D7,24,MA-L,"Samsung Electronics Co.,Ltd"
B09AE2,24,MA-L,STEMMER IMAGING GmbH
B09BD4,24,MA-L,GNH Software India Private Limited
B09C18,24,MA-L,Shenzhen Taichi Technology Limited
B09C63,24,MA-L,Xiaomi Communications Co Ltd
B09CB2,24,MA-L,"Google, Inc."
B09E1B,24,MA-L,"Butlr Technologies, Inc."
B09FBA,24,MA-L,"Apple, Inc."
B0A10A,24,MA-L,Pivotal Systems Corporation
B0A187,24,MA-L,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
B0A2E7,24,MA-L,Shenzhen TINNO Mobile Technology Corp.
B0A37E,24,MA-L,"QING DAO HAIER TELECOM CO.,LTD."
B0A3F2,24,MA-L,Huaqin Technology Co. LTD
B0A454,24,MA-L,Tripwire Inc.
B0A460,24,MA-L,Intel Corporate
B0A4F0,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0A604,24,MA-L,Espressif Inc.
B0A651,24,MA-L,"Cisco Systems, Inc"
B0A6F5,24,MA-L,"Xaptum, Inc."
B0A72A,24,MA-L,"Ensemble Designs, Inc."
B0A732,24,MA-L,Espressif Inc.
B0A737,24,MA-L,"Roku, Inc."
B0A7B9,24,MA-L,TP-Link Systems Inc
B0A7D2,24,MA-L,"Fiberhome Telecommunication Technologies Co.,LTD"
B0A86E,24,MA-L,Juniper Networks
B0AA36,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B0AA77,24,MA-L,"Cisco Systems, Inc"
B0AAD2,24,MA-L,"Sichuan tianyi kanghe communications co., LTD"
B0AC82,24,MA-L,CHINA DRAGON TECHNOLOGY LIMITED
B0ACD2,24,MA-L,zte corporation
B0ACFA,24,MA-L,FUJITSU LIMITED
B0ADAA,24,MA-L,Avaya Inc
B0AE25,24,MA-L,Varikorea
B0AFF7,24,MA-L,"Shenzhen Yipingfang Network Technology Co., Ltd."
B0B113,24,MA-L,Texas Instruments
B0B194,24,MA-L,zte corporation
B0B21C,24,MA-L,Espressif Inc.
B0B28F,24,MA-L,Sagemcom Broadband SAS
B0B2DC,24,MA-L,Zyxel Communications Corporation
B0B32B,24,MA-L,Slican Sp. z o.o.
B0B353,24,MA-L,IEEE Registration Authority
B0B369,24,MA-L,"Shenzhen SDMC Technology CO.,Ltd."
B0B3AD,24,MA-L,"HUMAX Co., Ltd."
B0B448,24,MA-L,Texas Instruments
B0B5C3,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B0B5E8,24,MA-L,Ruroc LTD
B0B867,24,MA-L,Hewlett Packard Enterprise
B0B8D5,24,MA-L,"Nanjing Nengrui Auto Equipment CO.,Ltd"
B0B98A,24,MA-L,NETGEAR
B0BB8B,24,MA-L,WAVETEL TECHNOLOGY LIMITED
B0BBA9,24,MA-L,"Apple, Inc."
B0BBE5,24,MA-L,Sagemcom Broadband SAS
B0BC7A,24,MA-L,Harman/Becker Automotive Systems GmbH
B0BC8E,24,MA-L,SkyMirr
B0BD1B,24,MA-L,"Dongguan Liesheng Electronic Co., Ltd."
B0BD6D,24,MA-L,Echostreams Innovative Solutions
B0BDA1,24,MA-L,ZAKLAD ELEKTRONICZNY SIMS
B0BE45,24,MA-L,"Mellanox Technologies, Inc."
B0BE76,24,MA-L,"TP-LINK TECHNOLOGIES CO.,LTD."
B0BE83,24,MA-L,"Apple, Inc."
B0BF99,24,MA-L,WIZITDONGDO
B0C090,24,MA-L,"Chicony Electronics Co., Ltd."
B0C128,24,MA-L,Adler ELREHA GmbH
B0C19E,24,MA-L,zte corporation
B0C205,24,MA-L,BIONIME
B0C287,24,MA-L,Vantiva USA LLC
B0C2C7,24,MA-L,"Motorola Mobility LLC, a Lenovo Company"
B0C387,24,MA-L,"GOEFER, Inc."
B0C38E,24,MA-L,"Huawei Device Co., Ltd."
B0C46C,24,MA-L,Senseit
B0C4E7,24,MA-L,"Samsung Electronics Co.,Ltd"
B0C53C,24,MA-L,"Cisco Systems, Inc"
B0C554,24,MA-L,D-Link International
B0C559,24,MA-L,"Samsung Electronics Co.,Ltd"
B0C5CA,24,MA-L,IEEE Registration Authority
B0C61C,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0C69A,24,MA-L,Juniper Networks
B0C745,24,MA-L,BUFFALO.INC
B0C787,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0C7DE,24,MA-L,Silicon Laboratories
B0C83F,24,MA-L,"Jiangsu Cynray IOT Co., Ltd."
B0C8AD,24,MA-L,People Power Company
B0C952,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B0C95B,24,MA-L,"Beijing Symtech CO.,LTD"
B0CA68,24,MA-L,"Apple, Inc."
B0CAE7,24,MA-L,"Huawei Device Co., Ltd."
B0CBD8,24,MA-L,Espressif Inc.
B0CCCE,24,MA-L,IEEE Registration Authority
B0CCFE,24,MA-L,"Huawei Device Co., Ltd."
B0CE18,24,MA-L,"Zhejiang shenghui lighting co.,Ltd"
B0CF0E,24,MA-L,"Mellanox Technologies, Inc."
B0CF4D,24,MA-L,MI-Zone Technology Ireland
B0CFCB,24,MA-L,Amazon Technologies Inc.
B0D09C,24,MA-L,"Samsung Electronics Co.,Ltd"
B0D1D6,24,MA-L,"Nokia Shanghai Bell Co., Ltd."
B0D278,24,MA-L,Texas Instruments
B0D2F5,24,MA-L,"Vello Systems, Inc."
B0D41F,24,MA-L,MOBITITECABSOLUT S.A.
B0D568,24,MA-L,"Shenzhen Cultraview Digital Technology Co., Ltd"
B0D576,24,MA-L,"Apple, Inc."
B0D59D,24,MA-L,"Shenzhen Zowee Technology Co., Ltd"
B0D5CC,24,MA-L,Texas Instruments
B0D5FB,24,MA-L,"Google, Inc."
B0D616,24,MA-L,"Super Micro Computer, Inc."
B0D77E,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0D7C5,24,MA-L,Logipix Ltd
B0D7CC,24,MA-L,Tridonic GmbH & Co KG
B0D7DE,24,MA-L,"Hangzhou Linovision Co., Ltd."
B0D888,24,MA-L,"Panasonic Automotive Systems Co.,Ltd"
B0DA00,24,MA-L,CERA ELECTRONIQUE
B0DAF9,24,MA-L,Commscope
B0DCEF,24,MA-L,Intel Corporate
B0DD74,24,MA-L,Heimgard Technologies AS
B0DE28,24,MA-L,"Apple, Inc."
B0DE31,24,MA-L,"Samsung Electronics Co.,Ltd"
B0DF3A,24,MA-L,"Samsung Electronics Co.,Ltd"
B0DFC1,24,MA-L,"Tenda Technology Co.,Ltd.Dongguan branch"
B0E03C,24,MA-L,TCT mobile ltd
B0E17E,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0E235,24,MA-L,Xiaomi Communications Co Ltd
B0E2E5,24,MA-L,"Fiberhome Telecommunication Technologies Co.,LTD"
B0E39D,24,MA-L,"CAT SYSTEM CO.,LTD."
B0E45C,24,MA-L,"Samsung Electronics Co.,Ltd"
B0E4D5,24,MA-L,"Google, Inc."
B0E50E,24,MA-L,NRG SYSTEMS INC
B0E5ED,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0E5EF,24,MA-L,"Apple, Inc."
B0E5F9,24,MA-L,"Apple, Inc."
B0E71D,24,MA-L,"Shanghai Maigantech Co.,Ltd"
B0E754,24,MA-L,2Wire Inc
B0E7DE,24,MA-L,Homa Technologies JSC
B0E892,24,MA-L,Seiko Epson Corporation
B0E8E8,24,MA-L,Silicon Laboratories
B0E97E,24,MA-L,Advanced Micro Peripherals
B0E9FE,24,MA-L,"Woan Technology (Shenzhen) Co., Ltd."
B0EA19,24,MA-L,"TPV Audio and Visual Technology (Shenzhen) Co.,Ltd."
B0EABC,24,MA-L,ASKEY COMPUTER CORP
B0EB57,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0EB7F,24,MA-L,Juniper Networks
B0EC69,24,MA-L,"Apple, Inc."
B0EC71,24,MA-L,"Samsung Electronics Co.,Ltd"
B0EC8F,24,MA-L,GMX SAS
B0ECDD,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
B0ECE1,24,MA-L,Private
B0EE45,24,MA-L,AzureWave Technology Inc.
B0EE7B,24,MA-L,"Roku, Inc"
B0F00C,24,MA-L,"Dongguan Wecxw CO.,Ltd."
B0F079,24,MA-L,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
B0F1A3,24,MA-L,"Fengfan (BeiJing) Technology Co., Ltd."
B0F1AE,24,MA-L,eero inc.
B0F1BC,24,MA-L,Dhemax Ingenieros Ltda
B0F1D8,24,MA-L,"Apple, Inc."
B0F1EC,24,MA-L,"AMPAK Technology, Inc."
B0F208,24,MA-L,AVM Audiovisuelles Marketing und Computersysteme GmbH
B0F2F6,24,MA-L,"Samsung Electronics Co.,Ltd"
B0F3E9,24,MA-L,"PATEO CONNECT (Xiamen) Co., Ltd."
B0F530,24,MA-L,Hitron Technologies. Inc
B0F5C8,24,MA-L,AMPAK Technology Inc.
B0F7C4,24,MA-L,Amazon Technologies Inc.
B0F893,24,MA-L,"Shanghai MXCHIP Information Technology Co., Ltd."
B0F963,24,MA-L,"Hangzhou H3C Technologies Co., Limited"
B0FA8B,24,MA-L,"Huawei Device Co., Ltd."
B0FA91,24,MA-L,EM Microelectronic
B0FAEB,24,MA-L,"Cisco Systems, Inc"
